user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
John Hergt,,#TheResistance Civil Rights attorney for 37 years.Lobbied Congress to pass the Older Workers Benefit Protection Act who litigates against discrimination.#FBR,02-12-2013 12:50,19711,20157,117137,FALSE,25-07-2020 10:10,You probably won't see the full effect of school reopenings on the infection rate of #COVID19 until November after… https://t.co/cIp3WLDEr5,['COVID19'],Twitter for iPad,FALSE
Miss T,,Lover of all things pop-culture.,10-03-2014 03:13,119,205,35087,FALSE,25-07-2020 10:10,Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/s71eaCQO93 via @Change,"['moneyforthepeople', 'covid19']",Twitter for Android,FALSE
Reepham Rotary,"Reepham, Norfolk UK","Part of the worldwide family of Rotary Clubs, serving our community around Reepham in Norfolk, England",30-10-2018 17:47,37,25,2,FALSE,25-07-2020 10:10,Reepham Rotary have donated £5000 to East Anglia Children's Hospices to pay for scrubs and other PPE equipment thro… https://t.co/JkQfdH2aGC,,Twitter Web App,FALSE
Mumbai Mirror,"Mumbai, India",India's largest compact newspaper.,05-12-2012 11:37,374034,227,436,TRUE,25-07-2020 10:10,A total of Rs 16.87 crores have been collected as fines by the Maharashtra Police from violators of #COVID19 guidel… https://t.co/44TtYlEM3l,['COVID19'],TweetDeck,FALSE
Wendy Kirkland,"East Midlands, England",#triplethreat 'Terrific pianist & singer' Dave Gelly ☆☆☆☆ reviews by @observeruk @jazzjournal @jazzmann  @kindofjazz @jazzviews @jazzwise @thesundaytimes,28-06-2011 17:56,2582,2309,10695,FALSE,25-07-2020 10:09,Tonight! Get tickets for Pat Sprakes Solo Guitar Livestream via @YouTube on Sat 25 Jul 2020 at 7:00PM. Click the li… https://t.co/DMEepjJXu3,,Ripl App,FALSE
PIB In Meghalaya,"शिलाँग, भारत","Official Twitter account of Press Information Bureau, Government of India, Shillong, Meghalaya.",09-08-2016 11:10,3296,156,280,TRUE,25-07-2020 10:09,"#CoronaWatch

✳️ 13,36,861 total confirmed cases
✳️ 8,49,432 cases cured/recovered 
✳️ 1,58,49,068 samples tested… https://t.co/2UkC2srD7M",['CoronaWatch'],Twitter for iPhone,FALSE
NewsQeet,India,,21-04-2020 12:52,4,0,6,FALSE,25-07-2020 10:09,"#CoronaWatch

➡️ 13,36,861 total confirmed cases
➡️  8,49,432 cases cured/recovered 
➡️ 1,58,49,068 samples tested… https://t.co/58tW8ObhB3",['CoronaWatch'],Twitter for Android,FALSE
National Herald,"New Delhi, India","National Herald—founded in 1938 by Jawaharlal Nehru—is a news website and weekly newspaper with a focus on people, governance and current affairs",27-06-2014 05:46,99380,315,333,TRUE,25-07-2020 10:09,"Temporary loss of smell, or anosmia, is the main neurological symptom and one of the earliest and most commonly rep… https://t.co/yBqWsVqvfi",,National Herald,FALSE
Chesterfield Jazz,"Chesterfield, Derbys UK",We bring the best of UK's jazz to Derbys - 3rd Thurs of month. #chrisgumbley Phil Woods tribute 19/03/20 House trio led by @jazzkittenwendy and @patsprakes,10-02-2014 10:40,1141,1398,1530,FALSE,25-07-2020 10:09,Tonight! Get tickets for Pat Sprakes Solo Guitar Livestream via @YouTube on Sat 25 Jul 2020 at 7:00PM. Click the li… https://t.co/3vk9XQPRxG,,Ripl App,FALSE
AH330💙,N.E USA,"Too grown to care what others think- Tweet alot about tv shows, music, politics & other random stuff 💙🤷🏻‍♀️",24-07-2013 14:39,1081,1131,22813,FALSE,25-07-2020 10:09,Wheres the media? Arent they sll selfish for not socially distancing &amp; not wearing nasis #COVID19 https://t.co/xHEjxJKZTJ,['COVID19'],Twitter for iPhone,FALSE
Krishan Pratap Singh,"नई दिल्ली, भारत",I am very precious Person if u handle me properly. ..!!,08-07-2012 13:58,15,46,32,FALSE,25-07-2020 10:09,"Nearly 49,000 fresh #Covid19 take India’s tally to over 13.36 lakh, death toll at 31,358

A look at state-wise tall… https://t.co/VgfwFvnR60",['Covid19'],Twitter for Android,FALSE
Comfortably Numb,Leprechaun Island,The only normal people you know are the people you dont know very well.,14-04-2011 21:43,667,1568,371,FALSE,25-07-2020 10:09,This is absolutely disgusting. You have no shame and you certainly dont have a clue whats going on in the country.… https://t.co/quM7yT9tNB,,Twitter for Android,FALSE
NKMJWY,Upstate NY,Retired old lady teacher from upstate NY. Realized in 2016 that just putting up a yard sign wasn't enough. Getting more liberal and activist in my senior years!,19-03-2019 15:10,570,410,137510,FALSE,25-07-2020 10:09,"@GOP @realDonaldTrump Already time for ""lower drug prices"" week? Didn't we just have ""infrastructure week""? We cycl… https://t.co/Eg3o9NsJSn",,Twitter for Android,FALSE
Eco Oven Cleaning,"Wales, United Kingdom","Eco friendly professional oven cleaning since 2003 in Cardiff, Newport, Bristol, Cheltenham & Gloucester and Monmouthshire",17-11-2012 12:15,691,1828,1160,FALSE,25-07-2020 10:09,"The messier the tastier.
#homemade #homecooking #ecofriendlycleaning #greencleaning #oven #cleaning #newport… https://t.co/W2u4Ldx0TE","['homemade', 'homecooking', 'ecofriendlycleaning', 'greencleaning', 'oven', 'cleaning', 'newport']",Twitter for iPhone,FALSE
MariaHernandez,"Boston,MA.","I 'm 60 years old ,love PCH,Have great family,retire cosmethologist, Have great wishes for the world,An Activist,Advocate for People Animals and other issues .",03-12-2010 01:03,277,947,4334,FALSE,25-07-2020 10:09,Highly Important: The @FeedingAmerica network of food banks is working nonstop to feed every family they can during… https://t.co/kmfDFFETLy,,Twitter Web App,FALSE
The Real Jerristotle,"North Las Vegas, NV via LFK","A child of the 80s with a madness to my methods
Chronic Pancreatitis fighter/survivor",08-04-2009 04:05,187,1422,2912,FALSE,25-07-2020 10:09,"If you cover your mouth when you sneeze in public..wearing a mask is the same principle 

Respectfully covering you… https://t.co/y68hMxjlnc",,Twitter for Android,FALSE
P⃣ o⃣ x⃣ o⃣,,"Chief Executive Officer 👔(CEO) at Laxmi Cheat Fund 

Header 4 haters

Sid Sana SRK l Memes
.
.
.",19-08-2015 15:46,411,364,2457,FALSE,25-07-2020 10:09,"@DrRPNishank @ChouhanShivraj Jo bachhe NEET aur JEE ka exam dete time #Covid19 se infected ho jayenge, unke liye bh… https://t.co/Eo34WIInLy",['Covid19'],Twitter Web App,FALSE
Hardy AIM 🎯,England,"The Art of Timing... Navigating the World of AIM for World Class Assets, Technology and Intellectual Property Micro Cap High Growth, Catalyst and Value Investor",25-10-2018 21:40,1364,407,6541,FALSE,25-07-2020 10:09,"@BigBiteNow @buy_buy_bye @avacta #AVCT 🧬🧪

Well... 

Why are Avacta mentioning NIH RADx programme 🇺🇸🇺🇸 

Their acti… https://t.co/FzcGDsWYYX",['AVCT'],Twitter for iPhone,FALSE
Whine...Wine...Win,United States,"Outspoken, highly educated, brown woman. Fighting for what's right. Welcomes all immigrants no matter how you enter the US. Uses sarcasm as a defense mechanism.",15-01-2014 04:43,309,891,745,FALSE,25-07-2020 10:09,"It's too dangerous to gow to my gym or my local bar, but it's totally safe for kids to go back to school.

#Arizona… https://t.co/YuZlIGaKt4",['Arizona'],Twitter for Android,FALSE
Maria Paula Mejia,"Melbourne, Victoria","I consider myself a romantic soul, a soccer lover, a creative mind and an expert cooking scrambled eggs.",16-10-2010 16:40,1387,1201,30054,FALSE,25-07-2020 10:09,"Someone can explain to me this:

Why if you have been exposed to a positive COVID-19 case, but you don't have the v… https://t.co/hw7Tz9dx7K",,Twitter for Android,FALSE
Baaghi TV باغی ٹی وی,Pakistan,"A digital web news network of Pakisan prevailing truth, justice and accountability shunning corruption, injustice, crime and terrorism. #BaaghiTV",17-12-2012 13:56,37166,5,1382,TRUE,25-07-2020 10:09,"NTDC Successfully Installed 600 MVA Transformer at 500 kV Grid Station Yousafwala, Sahiwal

https://t.co/RyZmniWaCD… https://t.co/aJHo9l3sIw",,Twitter Web App,FALSE
Rhia Steele,Texas,"http://t.co/EnQP3RpuXe,Lupus,Pain,RA,Activist,Blogger Poet, 2 pub books Ramblings of A Seasoned Soul/Time Tattered Visions,Do NOTHING & Nothing Gets Done!",14-03-2009 07:22,1207,2046,2071,FALSE,25-07-2020 10:09,The latest Life Chronic Pain &amp; Autoimmune Systemic Diseases &amp; Dementia®! https://t.co/7gS2ApsvIX Thanks to… https://t.co/Ri7d0imWYQ,,Paper.li,FALSE
Another Cinna,East of the sun ,"Mugged Poet. Should've stayed at home. They'll win in the end: it's the only victory we've got left. A plague on all your houses.

Oh...",05-02-2018 16:07,501,2690,35588,FALSE,25-07-2020 10:09,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/4uj0U7Awfy",['COVID19'],Twitter for Android,FALSE
George,"England, United Kingdom","Analytics and insights mainly on Covid and NHS, but not fussy. Cofounder of @edge_health_.",19-02-2009 09:59,557,1089,2650,FALSE,25-07-2020 10:09,Struggling to find any relationship between the number of people that were shielded and #covid19 mortality - missin… https://t.co/dyLHBQrpCW,['covid19'],Twitter for iPhone,FALSE
Gina Bennett,,Gina Bennett. Legendary CIA analyst who lead the hunt for Osama Bin Laden. Zero Dark Thirty was fake news. MISS MURICA! MISS 100%! Patriots click link in bio.,04-06-2020 07:50,526,2175,543,FALSE,25-07-2020 10:09,Standing around doing nothing. As #COVID19 rips our country to shreds. As our healthcare heroes fight on the frontl… https://t.co/qyKp5s4BGy,['COVID19'],Twitter Web App,FALSE
kdub,,memes and dreams,21-09-2019 14:03,9,133,629,FALSE,25-07-2020 10:09,The turn around time on receiving your Covid test results is ridiculous!! If you need to be tested DO NOT go somewh… https://t.co/X14z0Ya3gb,,Twitter for iPhone,FALSE
EY Manufacturing,Global,"EY's #AdvancedManufacturing sector - #IndustrialProducts, #Chemicals, Auto #OEMs, #Aerospace & #Defense - delivering global solutions to improve moving goods.",12-11-2018 12:46,563,173,116,FALSE,25-07-2020 10:09,"#Chemical producers have managed to keep going throughout the #COVID19 pandemic. Peter Matthews, Managing Partner,… https://t.co/8UlV7k6ylp","['Chemical', 'COVID19']",Sprinklr,FALSE
Muddled,I could be anywhere.......,"Frightfully common, working-class and not aging well if I'm honest. 😀 #HSP #INFJ #INTP #BLM  #Ally #Truthseeker #Globalcitizen #MentalHealth #Maskwearer 😷",02-09-2009 06:29,154,1990,5982,FALSE,25-07-2020 10:08,@gemmaod1 What most Irish people know in their hearts is you aren't the least bit credible and are preying on our n… https://t.co/0SKXwd50LL,,Twitter Web App,FALSE
Sambad English,Odisha,"Odisha Sun Times is now Sambad English. We cover Breaking News, Alerts & Feature Articles.

Join us on: https://t.co/dVPFiHHyyo",12-11-2013 08:17,34746,4,7,FALSE,25-07-2020 10:08,"#COVID19: Court timing in #Khordha District rescheduled 

#Odisha #OdishaFightsCorona 

https://t.co/3B88UTTW2T","['COVID19', 'Khordha', 'Odisha', 'OdishaFightsCorona']",Twitter Web App,FALSE
Modi Eyobo,"Juba, South Sudan",Computer Engineer and Experienced IT End User Support Specialist,24-06-2015 11:32,38,374,237,FALSE,25-07-2020 10:08,"As the fight against this pandemic continuous, Women have been in the front-line to reduce the spread of this pande… https://t.co/ubm29n6sVC",,Twitter Web App,FALSE
Primary Healthcare 2020,"Vancouver, Canada",Mark your presence@Primary Healthcare (Webinar),06-12-2019 17:55,31,513,1,FALSE,25-07-2020 10:08,We are inviting you to participate in the #Primaryhealthcare2020 #Conference to participate as a #Speaker and speak… https://t.co/LBYQKIOQrJ,"['Primaryhealthcare2020', 'Conference', 'Speaker']",Twitter Web App,FALSE
The '80s Guy,"Paris, France",Dedicated to the revival of ‘80s synth music.,14-04-2015 22:35,1856,194,3691,FALSE,25-07-2020 10:08,Do be like Sailor Mars #sailormoon #sailorsmars #covid19 #confinement #80s #anime #memes #retro https://t.co/1Rgir7HU5t,"['sailormoon', 'sailorsmars', 'covid19', 'confinement', '80s', 'anime', 'memes', 'retro']",Instagram,FALSE
PråTèéK Sïrhåñ,,"LOVE = @ManUtd @Cristiano  @swastika24 ❤
 #Beckham is my idol🙏🏼😘
#Meme dil se kaha dhundh laana happiness 😌
B'day:- 19th Sept 🎂
Insta:- swampfire_pratz",26-05-2015 15:14,266,1302,12939,FALSE,25-07-2020 10:08,"#Xavi tested #Covid19 positive...
 did #Messi assist him this time?? 

  (le Xavi:- but Messi deserved it more) 

#GetWellSoonXAVI","['Xavi', 'Covid19', 'Messi', 'GetWellSoonXAVI']",Twitter Web App,FALSE
HMSisMAFIA,,HMS MAFIA controlling the people. Stand up to slavary.,24-07-2020 14:02,0,7,1,FALSE,25-07-2020 10:08,https://t.co/8BsdCQUlPg Dr. Rashid Buttar ! Full Disclosure From INSIDE| HR 6666 IS COMING! #COVID19  #Covid19isGettingCloser #Covid19UK,"['COVID19', 'Covid19isGettingCloser', 'Covid19UK']",Twitter Web App,FALSE
TT,,,29-04-2013 22:58,15,65,239,FALSE,25-07-2020 10:08,"Another Agency falls to Trump. #COVID19
The fact is that children 10-19 are the age group most likely to bring coro… https://t.co/yE6k4kaNdD",['COVID19'],Twitter for iPad,FALSE
Michael,,"PhD in economics. Former visiting professor at IMI Kyiv. Ukrainian Politics, Economics, and History",02-04-2014 09:46,670,341,21265,FALSE,25-07-2020 10:08,@XSovietNews @McFaul @johnsweeneyroar Greetings from #Melbourne where we thought #COVID19 was beaten. Then some peo… https://t.co/GHjPHFOocC,"['Melbourne', 'COVID19']",Twitter for iPhone,FALSE
Eyewitness News,South Africa,INSIDE THE TRUTH,09-02-2009 13:03,1164655,3706,268,TRUE,25-07-2020 10:08,Fusion centre officials coming after anyone linked to theft of #COVID19 monies @N_Ayanda https://t.co/VT7U63jjMo https://t.co/CV06TYmtuF,['COVID19'],dlvr.it,FALSE
Ministry of Cigars,,,06-09-2018 11:48,116,166,19,FALSE,25-07-2020 10:08,Weekly news week 30 2020 #ministryofcigars #habanos #villazamorano #mayaselva #fonseca #myfathercigars #paisesbajos… https://t.co/NCeIY0ksQr,"['ministryofcigars', 'habanos', 'villazamorano', 'mayaselva', 'fonseca', 'myfathercigars', 'paisesbajos']",WordPress.com,FALSE
Septmax Logistics,"Lagos, Nigeria","We are a licensed #customsBroker #freightforwarder #clearingagent, #warehouse #Haulage #Logistics Company.
83 Opebi Road By Junction B/St. Ikeja.
+2348173175612",20-11-2016 17:23,399,2369,12,FALSE,25-07-2020 10:08,"Are you sourcing, procuring and importing Personal Protective Equipment (PPE). DM us for competitive rate and fast… https://t.co/7gdf4nADFf",,Instagram,FALSE
IranGov.ir,,The official Twitter account for the Government of Islamic Republic of Iran | English version of @PadDolat,09-01-2019 14:20,5483,11,35,FALSE,25-07-2020 10:08,"#Iran’s Health Ministry Spokesperson, Lari announced on Saturday:

🔹Total number of #COVID19 patients recovered: 25… https://t.co/oMF5S24a9y","['Iran', 'COVID19']",Twitter for Android,FALSE
"James Onusko, PhD","Peterborough, Ontario","Husband, Dad, PhD, @starthere_nlc Permanent Online Faculty, Historian, Childhood Studies, English Lit, Writer, Coach & Runner.",09-11-2010 21:22,1651,2658,6114,FALSE,25-07-2020 10:08,"Pretty much sums it up right now. “Where are we going?” said Pooh. “Nowhere,” said Christopher Robin. So they began… https://t.co/Teqx87NrkU",,Twitter for iPhone,FALSE
RACO,Ireland,Representative Association of Commissioned Officers. Defence Forces Ireland. We champion the well-being of all our members and the wider Óglaigh na hÉireann,22-06-2019 11:55,1393,132,1388,FALSE,25-07-2020 10:08,The next issue of @RACO_DF Signal Magazine will be out next week. Featuring reports from 🇮🇪‘s inaugural National Se… https://t.co/5ZL6j1WXPa,,Twitter for iPhone,FALSE
DNA,India,"Follow us for news, photos, videos and the latest trends from India and around the world. http://t.co/IZXefx3rSt",28-11-2008 15:39,2171053,370,86,TRUE,25-07-2020 10:08,"A 100-year-old woman in #Karnataka has recovered from #COVID19
#COVID #coronavirus
https://t.co/T40HQg6K3w","['Karnataka', 'COVID19', 'COVID', 'coronavirus']",Twitter Web App,FALSE
Undercover Elephant 💣💥,,Fighting for justice in a world of corruption. Searching for hope. RT/follow is NOT endorsement. I may just be exposing you!,07-06-2017 12:39,2945,4067,5551,FALSE,25-07-2020 10:08,Breakdown of #coronavirus deaths in the UK #COVID19 https://t.co/7pXMOnp1tw,"['coronavirus', 'COVID19']",Twitter for Android,FALSE
The Pioneer,,Twitter account of India's leading independent right-thinking newspaper.,21-01-2012 16:23,22663,109,91,TRUE,25-07-2020 10:08,"#COVID19: Africa's total number of confirmed #coronavirus cases has surpassed 800,000. #COVID #Kenya… https://t.co/B2nbkTteps","['COVID19', 'coronavirus', 'COVID', 'Kenya']",Twitter Web App,FALSE
GlobalPandemic.NET,WORLDWIDE,Breaking News & Critical Information to SURVIVE the Coronavirus Outbreak / Civil Unrest,13-07-2010 21:58,26109,26003,2,FALSE,25-07-2020 10:08,"ALERT: Thousands protest against Kremlin in Russian far east for
third weekend in a row - Global Pandemic News |… https://t.co/gDeKa2D6pG",,GlobalPandemic.NET,FALSE
🌈ArtyTEESLondon,United Kingdom,🌈ArtyTEES©London eclectic exciting designs #tshirt #dress #apparel #tote bag #bag #cushion #stationery #style #streetstyle #moda #clothing IG: artyteeslondon,03-07-2017 17:03,261,122,297,FALSE,25-07-2020 10:08,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/KeKZN7DetK #findyourthing… https://t.co/bpbZ0rkvIT,"['RBandME', 'findyourthing']",Twitter for iPad,FALSE
The AssarV10 Team™©,"California, USA",The AssarV10 Team™©,23-12-2015 07:40,2565,779,9732,FALSE,25-07-2020 10:07,McDonald’s and Chipotle announce mask policies for customers https://t.co/PHd0HacJjB  👈 click the link #plandemic… https://t.co/6nu7FZNSiX,['plandemic'],assarofficial,FALSE
elvacio,,CEO of Sad ✨🦋. follow my TikTok @evelynxyn,28-06-2020 09:41,3,3,47,FALSE,25-07-2020 10:07,My biggest Flex is that  I’ll never have to wright one of these stupid essays about how COVID influenced my everyda… https://t.co/VaarYcEHy0,,Twitter for iPhone,FALSE
80/20 Addicted,Australia 🇦🇺 ,"A #Jedi, Investor, Founder, Author, Reader, Mentor, Gamer, Member of @Ubuntu & Previously @Gnome
@RichardKoch8020's changed my life with his #book (cover pic).",09-05-2016 04:38,188,945,1396,FALSE,25-07-2020 10:07,"I truly wish I'm wrong. I didn't claim that we shall lose the battle against #COVID19, I just mentioned that it wil… https://t.co/e2NtzUNqEG",['COVID19'],Twitter Web App,FALSE
Make China Pay,United Kingdom,https://t.co/PNN7WArGAg #China and #coronavirus #MakeChinaPay,16-04-2020 13:29,72,210,275,FALSE,25-07-2020 10:07,"#COVID19 #China It’s common practice for employers to publicly humiliate employees in China.
Another reason not to… https://t.co/O3SrEKfIK8","['COVID19', 'China']",Twitter for iPhone,FALSE
Hugo Lpz 羅禹國,🇫🇷⇒🇹🇼🇨🇳⇒🇮🇳⇒🇫🇷🚸,"⌬ #MOOC #JS #D3js, Chinese e-learning, Previously: @CRIparis, @Wikiatlas, @Mapotempo, @INALCO.",04-11-2011 21:56,1113,1466,56293,FALSE,25-07-2020 10:07,"@sxywu @SCMPgraphics @SCMPNews @NYT In coordination with explicite data charts and maps,
in order to satisfy story… https://t.co/um5SNqRnjF",,Twitter Web App,FALSE
Brendan J. Hynes,"Galway, Ireland",I.T.M.I. Tour Leader & Manager.  Fáilte Ireland National Tour Guide. W.F.T.G.A. Accredited Tour Manager & Tourist Guide Trainer.  Ph. +353 87 7953785.,20-11-2018 14:26,224,924,704,FALSE,25-07-2020 10:07,#COVID19 has brought the use of technology to the forefront. This would be of benefit to those considering technolo… https://t.co/GGfmzSjrE5,['COVID19'],Twitter Web App,FALSE
Pulse 95 Radio,"Sharjah, United Arab Emirates",Tune in to Sharjah's first English station for our daily shows on FM 95.00. Powered by Sharjah Broadcasting Authority. https://t.co/lVZn0GhqdB,02-04-2018 18:39,880,8,76,FALSE,25-07-2020 10:07,"The latest update of #Coronavirus (#COVID19) in the #UAE. 
@MOHAPUAE

#YouAreResponsible #Pulse95Radio https://t.co/dPajW2nTiJ","['Coronavirus', 'COVID19', 'UAE', 'YouAreResponsible', 'Pulse95Radio']",Twitter Web App,FALSE
MattyBrown◽,"Benue, Nigeria","Am a forex trader, a Photoshop designer and cartoonist, studied engineering from ABU Zaria and currently serving.
08032691324
mattybrown_official@IG",18-07-2018 09:22,3432,4279,12199,FALSE,25-07-2020 10:07,"@Officialzeez OYA LET JUST VOTE 👩‍💻
WHAT SHOULD HAPPEN TO BBNAIJA??
#Nengi #BBNaijia2020 #COVID19
#lucy #doro","['Nengi', 'BBNaijia2020', 'COVID19', 'lucy', 'doro']",Twitter for Android,FALSE
Dysfunctional Trump is EVIL racist corrupt UNFIT,,"EVIL Dysfunctional Trump CORRUPT RACIST COWARD WEAK IGNORANT GREEDY UNFIT RESIGN🌊RESIST KEEP FIGHTING TIL END🌊🌊
🌊JUSTICE is COMING 🌊VOTE BIDEN 2020🌊",09-07-2020 06:58,66,230,729,FALSE,25-07-2020 10:07,"CA #covid19  wear MASK 
Stay safe, healthy and SAVE LIVES https://t.co/OaCA3zVhPG",['covid19'],Twitter for Android,FALSE
MR PHILLIP FIXED GAMES,Nigeria,I DEALS WITH 100% FIXED MATCH GAME'S WITH 100% GUARANTEE. UR WINNING IS  OUR CONCERN. NO CHANCE OF LOSSING AT ALL. MAKE A STEP ND GIVE TESTIMONY,23-12-2019 16:10,1796,3782,1842,FALSE,25-07-2020 10:07,"Don't waste ur money on 500 odds, 600 odds that will make u develop hypertension.

slow and steady wins the race.… https://t.co/Jjd9tmFFvj",,Twitter for Android,FALSE
SA Police Service 🇿🇦,"Pretoria, South Africa",Sharing info with followers committed to ensuring that people in SA are safe. Account is not monitored 24/7. Emergencies contact 10111 / nearest Police Station.,20-06-2011 08:25,663279,2410,5807,TRUE,25-07-2020 10:07,#sapsFS ⚠️Mafube Police Station temporarily closed for #COVID19 decontamination. CSC will operate from the Park hom… https://t.co/alpY5WXAD5,"['sapsFS', 'COVID19']",Twitter Web App,FALSE
Davi Silva,"Brazil, São Paulo, Campinas","Data science enthusiast, software architecture, open data, machine learning, AI, python, apache spark, jupyter notebook, dataviz. Views my own",31-10-2007 02:06,914,1567,8243,FALSE,25-07-2020 10:07,The Coronavirus Unleashed Along the Amazon River https://t.co/Dkh2qWm444 #COVID19 #Brazil,"['COVID19', 'Brazil']",Twitter for Android,FALSE
TheAgeOfBananas,London England,Fly on the wall,01-02-2009 19:42,14689,696,25629,FALSE,25-07-2020 10:07,Surat and Ahmedabad are the worst #COVID19 affected cities in India and getting worse. Absolutely no mention or con… https://t.co/ROKVILLSJH,['COVID19'],Twitter for iPhone,FALSE
CNBC-TV18,,"Follow business news with India's Leading Business News Channel, CNBC-TV18. For more updates, follow us on @CNBCTV18Live.",10-07-2012 08:32,789186,201,1083,TRUE,25-07-2020 10:07,#VocalForLocal | @ShereenBhan decodes the mind of the post #COVID19 shopper with homegrown &amp; indie brands - Shubhra… https://t.co/z4RjwCcsDF,"['VocalForLocal', 'COVID19']",Twitter Web App,FALSE
Dra. Teraiza Mesa R Cuenta Oficial ®,Iberoamericana,Dr Surgeon Specialist Psychiatry International ScientificCommittee the https://t.co/WBb7sb0KIG España Journal ofAIDS/HIVResearch EEUU WhatsApp +58-4147232244,21-11-2010 12:53,9021,7804,13827,FALSE,25-07-2020 10:07,#Morlecularbiology #Clininalreview #immunology Molecular Underpinnings of Severe #COVID19 &amp; What are the diagnostic… https://t.co/Bh9LmIpeLG,"['Morlecularbiology', 'Clininalreview', 'immunology', 'COVID19']",Twitter for Android,FALSE
Kashyap Raibagi,"Pune, India","All things data | Policy and Data Analyst @cpcEU | Published at @radar_aiuk at @PA, @EdjNet, @IndiaSpend/@FactCheckIndia | Trained @compjcdf",01-06-2012 09:47,210,287,767,FALSE,25-07-2020 10:07,Active cases by districts in Maharashtra as Pune crosses Mumbai and Thane! #Pune #Maharashtra #COVID19 https://t.co/gJFC6pFKJQ,"['Pune', 'Maharashtra', 'COVID19']",Twitter for Android,FALSE
365Scores,,"Live the game with the complete sports experience @365Scores. 
Download the app here:
https://t.co/fme3QKGtZ9
| @365scoresarabic | @365scores_pt | @365ScoresApp",09-05-2012 20:28,17471,233,4431,FALSE,25-07-2020 10:07,Barca legend Xavi has tested positive for coronavirus as confirmed by current club Al Sadd. He has said he is 'feel… https://t.co/Q2HQG8Uxmp,,Twitter Web App,FALSE
Coronavirus Stats,,"Daily updates on COVID-19 statistics

Data taken from Worldometers, WHO, CDC, Ourworlddata",13-03-2014 15:45,89,0,5,FALSE,25-07-2020 10:07,"Total COVID-19 Cases: 15,967,039
Currently Infected: 5,561,948
Recovered: 9,761,725
Deaths: 643,366
Serious or Crit… https://t.co/3TubDXkhMh",,corona_stats,FALSE
Patient Safety Learning,"London, England",Working together towards safer healthcare,03-08-2017 14:49,3470,645,2491,FALSE,25-07-2020 10:07,"New on the hub this week (via @bmj_latest)👇

Moral injury and the COVID-19 pandemic: reframing what it is, who it a… https://t.co/qbp24zJVjZ",,Buffer,FALSE
Finnigans 天有道地有道人无道,Australia,The Dolphin that is the keeper of the rampaging BISONs 天有道 地有道 人无道,05-04-2009 10:53,4580,1096,163,FALSE,25-07-2020 10:07,The 1st case of #Covid19 in 3months had been detected in Danang central Vietnam. With 50 people exposed.,['Covid19'],Twitter for Android,FALSE
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",07-03-2020 12:52,433,1,0,FALSE,25-07-2020 10:06,"2,316 new cases and 195 new deaths in Iran 

[11:06 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,FALSE
Merlie Calvert #LeaveNoSMEBehind 🧡,"London, United Kingdom","Founder of #legaltech #startup @Farillio, based @Techhub & #BuildingBraveBusinesses. Adviser @AntlerGlobal. Relentless at asking 'what if?' I speak for myself.",18-06-2014 08:09,3556,2349,24755,FALSE,25-07-2020 10:06,One of my favourite early sessions from @farillio’s #COVID19 support series. This is one that I come back to time a… https://t.co/9GYGUhJjVK,['COVID19'],Twitter for iPhone,FALSE
A Clever Sausage 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿,Dyslexic so soz in advance😂,"I'm a member of a rare and endangered species...        A unionist/right-leaning/patriotic/brexiteer student Championing individualism, law & democracy-🇬🇧💙👑",17-04-2020 20:27,32,154,5069,FALSE,25-07-2020 10:06,"Spot on👇
Tax cuts are vital &amp; more effective than interventionist grants and loans

Pleased to see a Labour shadow… https://t.co/AEKwcShX40",,Twitter for Android,FALSE
Emma McLeese,London,Love travel and working in travel. Sales Manager for a leading travel deals publisher. TTG 30 under 30 alumni. All views are my own.,16-05-2009 00:02,874,1678,1861,FALSE,25-07-2020 10:06,And there’s me thinking there was enough capacity and ‘spare’ capacity to get a #COVID19 test in the UK. Shocking h… https://t.co/dcQWa1NLW3,['COVID19'],Twitter for iPhone,FALSE
Anupam India,"B-12 Mayapuri Industrial Area Phase-1 New Delhi, India","Hospitality, Catering, Premium Care Assistance.
Anupam Industries is a pioneering leader in manufacturing products of high quality.",05-08-2014 12:02,504,55,157,FALSE,25-07-2020 10:06,We have launched India's first and the most advanced UV- C Sterilizing Chamber for #healthcare  &amp; #dental #care aga… https://t.co/IRKUBpMZM0,"['healthcare', 'dental', 'care']",Twitter Web App,FALSE
Yasser,,here for the culture,04-03-2013 07:59,19,67,3890,FALSE,25-07-2020 10:06,"Coronavirus Latest Updates - Malaysia

Daily Cases - 25 Jul 2020

23 new cases
Malaysia
Source:… https://t.co/22BJxMIklJ",,CoronaTrackerMY,FALSE
